source_entity,recommended_entity,similarity
China,China,0.9968776230046871
China,China,0.9937374689182232
China,China,0.9925847203443401
China,China,0.9846363110406124
China,China,0.9795709055322105
Sierra Leone,El Salvador,0.980928441622985
Sierra Leone,Mexico,0.9792878917417887
Sierra Leone,El Salvador,0.9785401212582959
Sierra Leone,Czech Republic,0.9726926526444465
Sierra Leone,Mexico,0.9714725278757187
Togo,Togo,0.9881046334508184
Togo,Cuba,0.9718052759308324
Togo,Uruguay,0.9685998787343706
Togo,Myanmar,0.9628050572317896
Togo,Senegal,0.9592647334870105
Egypt,Egypt,0.9986821229632187
Egypt,Egypt,0.998140607621903
Egypt,Egypt,0.9950005724928463
Egypt,Egypt,0.9925264342797341
Egypt,Egypt,0.9864163552238643
Switzerland,Switzerland,0.9940426002302062
Switzerland,Switzerland,0.9832085210165846
Switzerland,Sweden,0.9388484684507697
Switzerland,Taiwan,0.9362599614103883
Switzerland,Switzerland,0.9310669691676833
Israel,Israel,0.9969621202731296
Israel,Israel,0.9955533647410216
Israel,Israel,0.9933441645782457
Israel,Israel,0.98765657986426
Israel,Israel,0.9792064241925874
Serbia,Poland,0.9868028604871214
Serbia,Poland,0.9843837551724818
Serbia,Serbia,0.9838022463271447
Serbia,Myanmar,0.9805801471106406
Serbia,Italy,0.9633698055036144
Vietnam,Vietnam,0.9833649830587522
Vietnam,Vietnam,0.9832390838662669
Vietnam,New Zealand,0.9823723181999388
Vietnam,New Zealand,0.9787435392594629
Vietnam,New Zealand,0.9786301755301852
Papua New Guinea,Bolivia,0.9895559034713517
Papua New Guinea,Bolivia,0.9891075496358935
Papua New Guinea,Bolivia,0.9810328246293134
Papua New Guinea,Bolivia,0.9781117075291768
Papua New Guinea,Bolivia,0.9708761806919579
Austria,Austria,0.9790831573217229
Austria,Zimbabwe,0.9751470315997112
Austria,Zimbabwe,0.9735891570538423
Austria,Tunisia,0.9672067702208159
Austria,Zimbabwe,0.9479856424089447
Belarus,Portugal,0.9676483301682274
Belarus,South Sudan,0.9667910403851426
Belarus,Portugal,0.9621630152333069
Belarus,Portugal,0.9586352877106606
Belarus,Portugal,0.9586088047619662
DR Congo,Moldova,0.9573419398758204
DR Congo,Ukraine,0.9468510162246685
DR Congo,Mali,0.934378296860466
DR Congo,DR Congo,0.9342301959211818
DR Congo,Moldova,0.9250432753687147
Tajikistan,Italy,0.9859455280706253
Tajikistan,Togo,0.9856213268331672
Tajikistan,Uruguay,0.9782520897874388
Tajikistan,Togo,0.9743849756584545
Tajikistan,Italy,0.9678194950961921
Hungary,Hungary,0.9612777854917299
Hungary,Bosnia and Herzegovina,0.9467098641411746
Hungary,Bosnia and Herzegovina,0.9450928659011713
Hungary,Hungary,0.9394813562808282
Hungary,Peru,0.9377490056974631
Slovenia,Slovenia,0.9752166152943995
Slovenia,Uganda,0.9691799527888187
Slovenia,Mauritania,0.9679505327097264
Slovenia,Kyrgyzstan,0.9679174989942906
Slovenia,Costa Rica,0.9663748962740856
United Arab Emirates,United Arab Emirates,0.9980310500722759
United Arab Emirates,Yemen,0.9634824973941258
United Arab Emirates,United Arab Emirates,0.9594353936203218
United Arab Emirates,United Kingdom,0.9520974374083777
United Arab Emirates,United Arab Emirates,0.9474374386861208
Turkey,Morocco,0.9938047936131803
Turkey,Morocco,0.9802588262395947
Turkey,Turkey,0.9744412574506567
Turkey,Morocco,0.9593226909452723
Turkey,Sudan,0.9501778305073405
Sweden,Sweden,0.9960597473159454
Sweden,Paraguay,0.9446175309173607
Sweden,Sweden,0.942286543426122
Sweden,Paraguay,0.9411775392104796
Sweden,Sweden,0.937509339845419
Azerbaijan,Peru,0.9716490830578
Azerbaijan,Guinea-Bissau,0.9670879551599767
Azerbaijan,Georgia,0.9611395370264171
Azerbaijan,Peru,0.960804754564416
Azerbaijan,Azerbaijan,0.9562158704024621
Portugal,South Sudan,0.9747259771184305
Portugal,Belarus,0.9741081001303484
Portugal,Sri Lanka,0.9717018505584615
Portugal,Côte d'Ivoire,0.9694557085414626
Portugal,Belarus,0.9676483301682274
Iran,Iran,0.9988639693064194
Iran,Iran,0.9957609665570611
Iran,Iran,0.9932319445881899
Iran,Iran,0.9879187469141408
Iran,Iran,0.9825898166934475
Jordan,Jordan,0.9968878909900365
Jordan,Jordan,0.9957488237401663
Jordan,Jordan,0.9957100156216916
Jordan,Jordan,0.9882663171014806
Jordan,Jordan,0.9831022952325482
Greece,Greece,0.9974888435713437
Greece,Benin,0.9913112379234151
Greece,Greece,0.9882231512831037
Greece,Burundi,0.9817511753775028
Greece,Burundi,0.9796470657076598
Czech Republic,Paraguay,0.9933578769792974
Czech Republic,Mexico,0.9869936344962574
Czech Republic,Botswana,0.9869144275407961
Czech Republic,Botswana,0.9859883592937682
Czech Republic,Czech Republic,0.9811636949919377
Dominican Republic,Belgium,0.9856939517412359
Dominican Republic,Dominican Republic,0.9816168563923745
Dominican Republic,Belgium,0.9804328230166768
Dominican Republic,Netherlands,0.9783923199538866
Dominican Republic,Netherlands,0.9763437325208797
Germany,Germany,0.9960675148925008
Germany,Germany,0.9944058534324018
Germany,Germany,0.9837818900431293
Germany,Germany,0.983740617248414
Germany,Germany,0.9767065028503261
South Sudan,South Sudan,0.9891571690296402
South Sudan,Chile,0.9800050116776046
South Sudan,South Sudan,0.973630198180713
South Sudan,Chile,0.9735929561949871
South Sudan,Belarus,0.9667910403851426
Cuba,Cuba,0.9925746765174316
Cuba,Cuba,0.9859585837409527
Cuba,Gambia,0.9645385537396631
Cuba,Italy,0.9631816597969107
Cuba,Italy,0.9558132118044996
Haiti,Haiti,0.9792454696264584
Haiti,Haiti,0.9711400739527073
Haiti,Ireland,0.9694989072335716
Haiti,Cameroon,0.9642401384769169
Haiti,Ireland,0.9634390537388755
Honduras,Honduras,0.9952504932057568
Honduras,Honduras,0.9780996249050952
Honduras,Eritrea,0.9770840531753073
Honduras,Eritrea,0.9737700888871568
Honduras,Honduras,0.968382418060039
Thailand,Thailand,0.9943245438877196
Thailand,Thailand,0.9769868438686374
Thailand,Thailand,0.9682085243910448
Thailand,Belgium,0.9667363556788768
Thailand,Gabon,0.9622172102387229
Hong Kong,Hong Kong,0.9982707158699081
Hong Kong,Hong Kong,0.9936188022925357
Hong Kong,Hong Kong,0.9836717717565965
Hong Kong,Dominican Republic,0.9750891520397463
Hong Kong,Hong Kong,0.9744192615099281
Laos,Kyrgyzstan,0.9652606913824665
Laos,Gabon,0.9344090690342801
Laos,Slovenia,0.933886856670135
Laos,Uganda,0.9338590465510789
Laos,Gabon,0.9304977673099951
Panama,Panama,0.9875175469214025
Panama,Panama,0.9808872669849419
Panama,Panama,0.97131061089545
Panama,Panama,0.9592113324627103
Panama,South Sudan,0.9591628629760878
Mauritania,Mauritania,0.9883736311993252
Mauritania,Mauritania,0.9859261600443251
Mauritania,Costa Rica,0.9691218619096222
Mauritania,Mauritania,0.9659495826689364
Mauritania,Slovenia,0.965186625233954
Nigeria,Nigeria,0.9950055000628772
Nigeria,Nigeria,0.9772268411870804
Nigeria,Nigeria,0.9737441576007928
Nigeria,Nigeria,0.9730610994840894
Nigeria,Nigeria,0.9670382743763498
New Zealand,New Zealand,0.9955226989329609
New Zealand,New Zealand,0.9900766030881726
New Zealand,Vietnam,0.9823723181999388
New Zealand,Belgium,0.9608276351166436
New Zealand,Belgium,0.9558129387498517
Central African Republic,Central African Republic,0.9998346342316677
Central African Republic,Sudan,0.9861984399014013
Central African Republic,Central African Republic,0.9830953772054343
Central African Republic,Central African Republic,0.9786063236106363
Central African Republic,Malawi,0.977263449903933
Ireland,Ireland,0.9846115297251229
Ireland,Slovenia,0.9779012887651904
Ireland,Slovenia,0.9699521769259704
Ireland,Albania,0.9646335717228811
Ireland,Ireland,0.9625102761499827
Bangladesh,Bangladesh,0.9874193858486391
Bangladesh,Argentina,0.9798805565134517
Bangladesh,Bangladesh,0.9743729329747935
Bangladesh,Zambia,0.969104228291455
Bangladesh,Ethiopia,0.9685733057893605
Liberia,Liberia,0.9906359439619896
Liberia,Liberia,0.973897618531656
Liberia,Rwanda,0.9680238997620029
Liberia,Liberia,0.961703007172623
Liberia,Guinea-Bissau,0.9510538603134382
Costa Rica,Costa Rica,0.9632957318157556
Costa Rica,Ukraine,0.9607041807343782
Costa Rica,Costa Rica,0.9542767218044803
Costa Rica,Uganda,0.9539591714249788
Costa Rica,Albania,0.9520118335416302
State of Palestine,State of Palestine,0.9720969830450223
State of Palestine,State of Palestine,0.9590873175436119
State of Palestine,State of Palestine,0.9530543539027118
State of Palestine,DR Congo,0.9385156620711971
State of Palestine,North Macedonia,0.9200096847920549
Oman,Oman,0.9939273906675922
Oman,Oman,0.975273229051207
Oman,Oman,0.9699631939195241
Oman,State of Palestine,0.9683657916867194
Oman,North Macedonia,0.9594530488479391
Russia,Russia,0.9961627956254004
Russia,Russia,0.9918111187726494
Russia,Russia,0.9745038951512988
Russia,Russia,0.9680641358253153
Russia,Russia,0.9448871039827985
Norway,Norway,0.9942098213236094
Norway,Norway,0.9933406742574216
Norway,Lithuania,0.9914559556286682
Norway,Mexico,0.9898092805100406
Norway,Afghanistan,0.9872143559856347
Philippines,Philippines,0.9965580556569321
Philippines,Philippines,0.9947638323563567
Philippines,Philippines,0.985893007350194
Philippines,Philippines,0.9847503172668496
Philippines,Philippines,0.977534277682844
Slovakia,New Zealand,0.9927656213780166
Slovakia,New Zealand,0.9812675248489935
Slovakia,Slovakia,0.9778881332797245
Slovakia,New Zealand,0.9614185683459286
Slovakia,Slovakia,0.9556657570722098
Mexico,Mexico,0.9978812985576837
Mexico,Mexico,0.9950190863548003
Mexico,Afghanistan,0.9919238899283178
Mexico,Lithuania,0.9869678722474695
Mexico,Afghanistan,0.9801530422195084
Denmark,Niger,0.9686392440452853
Denmark,Netherlands,0.9663098624652325
Denmark,Niger,0.9651303097571504
Denmark,Denmark,0.9648333941596723
Denmark,Netherlands,0.9642351242931083
Singapore,Singapore,0.9939882893297681
Singapore,Albania,0.9885957450280232
Singapore,Singapore,0.9815962988553387
Singapore,Denmark,0.9804455297981273
Singapore,Denmark,0.9798659874017315
Turkmenistan,Turkmenistan,0.9940977885205974
Turkmenistan,Turkmenistan,0.9888592646019527
Turkmenistan,Netherlands,0.9888488204154533
Turkmenistan,Turkmenistan,0.988220501167329
Turkmenistan,Lebanon,0.9857373564784696
El Salvador,El Salvador,0.996247761710181
El Salvador,El Salvador,0.9915328890168265
El Salvador,Sierra Leone,0.9785401212582959
El Salvador,El Salvador,0.9683180838211601
El Salvador,El Salvador,0.9636415291992865
Japan,Japan,0.9972641553534096
Japan,Japan,0.9955631677414128
Japan,Japan,0.9884505358894984
Japan,Japan,0.9884326222233657
Japan,Japan,0.9839924773915154
Kyrgyzstan,Uganda,0.9679612885338822
Kyrgyzstan,Slovenia,0.9679174989942906
Kyrgyzstan,Laos,0.9652606913824665
Kyrgyzstan,Kyrgyzstan,0.959524529950091
Kyrgyzstan,Ukraine,0.9543042252330852
Nicaragua,Nicaragua,0.9935515588007466
Nicaragua,Colombia,0.9875281882608105
Nicaragua,Colombia,0.9866290402349046
Nicaragua,Nicaragua,0.9861619945681231
Nicaragua,Nicaragua,0.9810050136015291
Lebanon,Netherlands,0.9825078373598579
Lebanon,Netherlands,0.9775694769833101
Lebanon,Albania,0.976097332953986
Lebanon,Singapore,0.9744307480747351
Lebanon,Turkmenistan,0.9688195262023336
Ethiopia,Ethiopia,0.9922036569965152
Ethiopia,Ethiopia,0.9811499410814862
Ethiopia,Kazakhstan,0.9743792714303133
Ethiopia,Armenia,0.9736982030188115
Ethiopia,Armenia,0.9701655623539744
Libya,Libya,0.9974362129471721
Libya,Libya,0.9964058695089583
Libya,Libya,0.9915369475358249
Libya,Libya,0.9847818211285181
Libya,Libya,0.9796437792742034
Bulgaria,Bulgaria,0.9936878901422022
Bulgaria,Finland,0.9516265008908862
Bulgaria,Zambia,0.9505834208703977
Bulgaria,Finland,0.9424855644350562
Bulgaria,Zambia,0.9391284241936723
Paraguay,Sierra Leone,0.9825041153520583
Paraguay,Sierra Leone,0.9821092158968455
Paraguay,Czech Republic,0.9820531302829986
Paraguay,Paraguay,0.9809047278321943
Paraguay,Mexico,0.9786418418921633
Finland,Finland,0.9780059142657445
Finland,Somalia,0.9638150206820255
Finland,Finland,0.9635474901589974
Finland,Bulgaria,0.9595015175558701
Finland,Bulgaria,0.9516265008908862
Kuwait,Kuwait,0.9929747532966966
Kuwait,Kuwait,0.9890378467538824
Kuwait,Kuwait,0.9859706217975002
Kuwait,Kuwait,0.98160740465187
Kuwait,Kuwait,0.9690554373413988
Belgium,Belgium,0.9989123204729171
Belgium,Netherlands,0.986602453352248
Belgium,Belgium,0.9858246870231395
Belgium,Belgium,0.9810097219093671
Belgium,Netherlands,0.9800482903715476
Tunisia,Tunisia,0.9721006470233132
Tunisia,Austria,0.9672067702208159
Tunisia,Tunisia,0.9665653386121839
Tunisia,Tunisia,0.963041310703026
Tunisia,Zimbabwe,0.9620213703131394
South Korea,South Korea,0.9967361042797391
South Korea,South Korea,0.9924095209544556
South Korea,Colombia,0.9723365637755323
South Korea,Mozambique,0.9683894390660106
South Korea,South Korea,0.964680972301245
Australia,Australia,0.9988440787938234
Australia,Australia,0.9964024237709298
Australia,Australia,0.9949973847085988
Australia,Australia,0.9911718841914962
Australia,Australia,0.9876362724775194
North Korea,North Korea,0.994994399120848
North Korea,North Korea,0.9828671709405553
North Korea,Armenia,0.9582426045238085
North Korea,Armenia,0.9455109014316053
North Korea,Zambia,0.9413833339898113
Côte d'Ivoire,Côte d'Ivoire,0.9977035337690568
Côte d'Ivoire,Côte d'Ivoire,0.9970645430216734
Côte d'Ivoire,Côte d'Ivoire,0.9914556307286954
Côte d'Ivoire,Yemen,0.9713509997207644
Côte d'Ivoire,Yemen,0.9704425857717118
Cameroon,Bolivia,0.9755229114458418
Cameroon,Cameroon,0.9745500210130471
Cameroon,Romania,0.9693255354413476
Cameroon,Papua New Guinea,0.969196680672051
Cameroon,Romania,0.9579682967632658
Colombia,Colombia,0.9967632268568554
Colombia,Nicaragua,0.9881697686669545
Colombia,Nicaragua,0.9866290402349046
Colombia,Colombia,0.9820083441033787
Colombia,Nicaragua,0.9770578590437246
Madagascar,Taiwan,0.9865313780138132
Madagascar,Taiwan,0.9643713103406629
Madagascar,Madagascar,0.9623150222889649
Madagascar,France,0.9599854252261235
Madagascar,France,0.9516709813464945
Latvia,Latvia,0.9921683930060113
Latvia,Kazakhstan,0.9594066348989234
Latvia,Armenia,0.9444998271267768
Latvia,Kazakhstan,0.9416251500938799
Latvia,Kazakhstan,0.9391168447573921
Venezuela,Venezuela,0.978124471978019
Venezuela,Venezuela,0.9749262252335704
Venezuela,South Korea,0.9539800863524441
Venezuela,New Zealand,0.9531906313096311
Venezuela,Venezuela,0.9527203156551349
Nepal,Nepal,0.9739072349507366
Nepal,Nepal,0.9690675614810005
Nepal,Nepal,0.9657117783174863
Nepal,Ghana,0.9459820929348599
Nepal,Nepal,0.9384313732394394
Spain,Spain,0.9967381053253637
Spain,Niger,0.9863970858398162
Spain,Denmark,0.9799213625871159
Spain,Lebanon,0.9793830673300188
Spain,Niger,0.9781447701057061
Yemen,Côte d'Ivoire,0.9713509997207644
Yemen,Yemen,0.9710772723185697
Yemen,Portugal,0.96653276629747
Yemen,Côte d'Ivoire,0.9642791718371566
Yemen,United Arab Emirates,0.9634824973941258
Mozambique,South Korea,0.9769555340212246
Mozambique,South Korea,0.9694524572381196
Mozambique,South Korea,0.9683894390660106
Mozambique,Mozambique,0.966751117019708
Mozambique,South Korea,0.9604309544657211
Niger,Niger,0.9964411226978955
Niger,Niger,0.9875921861656503
Niger,Niger,0.9855389576503905
Niger,Denmark,0.9849516791934085
Niger,Spain,0.975873863613398
Ghana,Ghana,0.99394490103453
Ghana,Ghana,0.9914144198329452
Ghana,Albania,0.9797511302118559
Ghana,Albania,0.9794955429328315
Ghana,Albania,0.9776959438951158
Angola,Angola,0.9933569208547811
Angola,Angola,0.9856717573460159
Angola,Angola,0.9776330332525561
Angola,Angola,0.9682393787137029
Angola,Tanzania,0.9653061518909762
Peru,Peru,0.9870959139637832
Peru,Peru,0.9649484677743629
Peru,Bosnia and Herzegovina,0.9644202515003922
Peru,Peru,0.9633240388338864
Peru,Azerbaijan,0.9463264953322669
Malaysia,Malaysia,0.978495436274455
Malaysia,Malaysia,0.9658993310069703
Malaysia,Malaysia,0.9656383093840479
Malaysia,Malaysia,0.9586471393148399
Malaysia,Philippines,0.943364588854413
Argentina,Argentina,0.9950810050781521
Argentina,Argentina,0.9854982872729926
Argentina,Argentina,0.9852011864561269
Argentina,Croatia,0.9747228980132604
Argentina,Bangladesh,0.9689455244358313
Uzbekistan,Uzbekistan,0.9746117100474126
Uzbekistan,Uzbekistan,0.9714173046671178
Uzbekistan,Uzbekistan,0.9664751373555357
Uzbekistan,Bahrain,0.9646974153606449
Uzbekistan,Uzbekistan,0.9637790807500258
Saudi Arabia,Saudi Arabia,0.9995403203418056
Saudi Arabia,Saudi Arabia,0.9965184089761228
Saudi Arabia,Saudi Arabia,0.9948915933354954
Saudi Arabia,Saudi Arabia,0.9913369881353963
Saudi Arabia,Saudi Arabia,0.9838551759160811
Morocco,Morocco,0.98462709222198
Morocco,Turkey,0.9802588262395947
Morocco,Morocco,0.9718467824613342
Morocco,Peru,0.9663456138880301
Morocco,United Kingdom,0.9628821871993257
Canada,Canada,0.9927955793839033
Canada,Gambia,0.9807649598284185
Canada,Canada,0.9791220043316508
Canada,Gambia,0.9659545803184365
Canada,Canada,0.9644218130019956
Algeria,Costa Rica,0.9814344787532542
Algeria,Costa Rica,0.9789682608539407
Algeria,Algeria,0.9720423176985339
Algeria,Costa Rica,0.9642981643910646
Algeria,Costa Rica,0.9624691756859364
Poland,Poland,0.9978590060177437
Poland,Serbia,0.9868028604871214
Poland,Georgia,0.9823846915215886
Poland,Georgia,0.9803467812135869
Poland,Kenya,0.9776281511804256
Afghanistan,Afghanistan,0.9881588940869965
Afghanistan,Mexico,0.9837894502804525
Afghanistan,Mexico,0.9776671952766484
Afghanistan,Sierra Leone,0.9731397585589444
Afghanistan,Nicaragua,0.9723186557824537
Iraq,Iraq,0.9985829372692335
Iraq,Iraq,0.9917182468598883
Iraq,Iraq,0.9906399393703118
Iraq,Iraq,0.9800894736613823
Iraq,Namibia,0.9743046401224267
Sudan,Sudan,0.9917416274100443
Sudan,Morocco,0.9770528793160532
Sudan,Central African Republic,0.9706596728371175
Sudan,Morocco,0.9690569831870822
Sudan,Sudan,0.9689057594966725
Uganda,Uganda,0.9977340525131123
Uganda,Uganda,0.9898912027295125
Uganda,Uganda,0.9886684872438266
Uganda,Uganda,0.9811453380552092
Uganda,Denmark,0.9797499297876808
Bolivia,Bolivia,0.995582050646322
Bolivia,Bolivia,0.9937843540687771
Bolivia,Papua New Guinea,0.9810328246293134
Bolivia,Bolivia,0.9775340377538501
Bolivia,Burundi,0.9697652347520719
Taiwan,Taiwan,0.98359380165938
Taiwan,Taiwan,0.9821743822023845
Taiwan,Madagascar,0.9604599109811418
Taiwan,Taiwan,0.9452295744310438
Taiwan,Taiwan,0.9316065667171037
Kenya,Kenya,0.9988673519416837
Kenya,Kenya,0.99773725069882
Kenya,Kenya,0.9886727496100695
Kenya,Guinea,0.9873550722731261
Kenya,Guinea,0.9856624300465805
United Kingdom,United Kingdom,0.9847075872238953
United Kingdom,United Kingdom,0.9732559883713026
United Kingdom,Morocco,0.9628821871993257
United Kingdom,Peru,0.9530799936740001
United Kingdom,Morocco,0.9486003734918845
Burundi,Burundi,0.9985604691097242
Burundi,Burundi,0.9970893499260874
Burundi,Greece,0.9812685895346349
Burundi,Greece,0.9796470657076598
Burundi,Syria,0.978635269621099
Guinea-Bissau,Georgia,0.972542660063574
Guinea-Bissau,Azerbaijan,0.9670879551599767
Guinea-Bissau,Azerbaijan,0.9577737688363076
Guinea-Bissau,Guinea-Bissau,0.9562469679537844
Guinea-Bissau,Guinea-Bissau,0.9510227220810932
Benin,Benin,0.990392431849819
Benin,Benin,0.9853529693825479
Benin,Benin,0.97804533949662
Benin,Greece,0.9764317947613225
Benin,Moldova,0.9759154700689313
Rwanda,Rwanda,0.9765409548351814
Rwanda,Rwanda,0.9739488087676473
Rwanda,Rwanda,0.9682718867879865
Rwanda,Liberia,0.9499521162089022
Rwanda,Rwanda,0.9364816965267405
France,France,0.9980084496048802
France,France,0.983296737747174
France,Tanzania,0.9663869346989393
France,Togo,0.963960447638781
France,Madagascar,0.9599854252261235
Guinea,Guinea,0.998844402601506
Guinea,Kenya,0.9881237535154285
Guinea,Kenya,0.9856624300465805
Guinea,Kenya,0.9818493099114602
Guinea,Guinea,0.9787736056336852
Zimbabwe,Zimbabwe,0.9827866188800428
Zimbabwe,Vietnam,0.9673305667442142
Zimbabwe,Vietnam,0.965055617732771
Zimbabwe,Austria,0.9644602966040066
Zimbabwe,Zimbabwe,0.9640998446141477
Somalia,Finland,0.9638150206820255
Somalia,Kazakhstan,0.9521167334705875
Somalia,Kazakhstan,0.9461772549567218
Somalia,Guatemala,0.9459556881151602
Somalia,Croatia,0.9439916015290584
Italy,Serbia,0.9782392452097455
Italy,Italy,0.9741094840096985
Italy,Italy,0.9705720093339488
Italy,Cuba,0.9693445994533942
Italy,Myanmar,0.9693182206451423
Chad,Chad,0.9797584914943005
Chad,Chad,0.9690544100689316
Chad,Ukraine,0.9511343297160544
Chad,Ukraine,0.9265499370878494
Chad,Ukraine,0.9255092051231434
Cambodia,Cambodia,0.9768692638589094
Cambodia,Bolivia,0.9492025555854874
Cambodia,Bolivia,0.9491972895134496
Cambodia,Bolivia,0.9442917499461352
Cambodia,Cambodia,0.9373825242066852
Senegal,Jamaica,0.9896966752301605
Senegal,Senegal,0.9784578852108065
Senegal,Jamaica,0.9761609034287552
Senegal,Senegal,0.975227765553736
Senegal,Senegal,0.9674288611642692
Sri Lanka,Portugal,0.978607343478215
Sri Lanka,Portugal,0.9746862266774358
Sri Lanka,Sri Lanka,0.970023026032885
Sri Lanka,Portugal,0.9615221138842072
Sri Lanka,Morocco,0.9585722463154603
Netherlands,Netherlands,0.9996232849827263
Netherlands,Netherlands,0.9947989698298075
Netherlands,Belgium,0.9890735050499708
Netherlands,Belgium,0.9736677755683035
Netherlands,Dominican Republic,0.9733191769736845
Syria,Greece,0.979049620424317
Syria,Greece,0.9786578010619505
Syria,Burundi,0.978635269621099
Syria,Burundi,0.9740314364405191
Syria,Greece,0.9736892093102751
Ecuador,Ecuador,0.9673001462447324
Ecuador,Ecuador,0.9666514257939778
Ecuador,Morocco,0.9526480195604011
Ecuador,Jamaica,0.9518740221868028
Ecuador,Côte d'Ivoire,0.9496298309739731
Guatemala,Guatemala,0.9950844367362192
Guatemala,Guatemala,0.9936431128068971
Guatemala,Nepal,0.9916714899075016
Guatemala,Nepal,0.9844282638410596
Guatemala,Guatemala,0.9841784424074327
Bahrain,Bahrain,0.9954145067064695
Bahrain,Turkmenistan,0.9758818238639339
Bahrain,Mali,0.9745824091404379
Bahrain,Bahrain,0.9743876295663033
Bahrain,Moldova,0.9734592740904531
South Africa,South Africa,0.9988895199524674
South Africa,North Korea,0.9583378080945053
South Africa,South Africa,0.9567781832271545
South Africa,Uganda,0.950323845762952
South Africa,South Africa,0.9484509232987837
Zambia,Zambia,0.9944765208789262
Zambia,Kazakhstan,0.9686430786953083
Zambia,Kazakhstan,0.9676812421803146
Zambia,Somalia,0.9660957872223599
Zambia,Ethiopia,0.95661654881974
Kazakhstan,Kazakhstan,0.995747464089293
Kazakhstan,Kazakhstan,0.9832832479451872
Kazakhstan,Croatia,0.9699945425430189
Kazakhstan,Zambia,0.9676812421803146
Kazakhstan,Croatia,0.965994801289748
Chile,South Sudan,0.9800050116776046
Chile,South Sudan,0.978072912428249
Chile,Chile,0.9736334306609342
Chile,South Sudan,0.9717278387997853
Chile,Burundi,0.9664529586287259
Myanmar,Myanmar,0.983384305129488
Myanmar,Serbia,0.9805801471106406
Myanmar,Italy,0.9693182206451423
Myanmar,Serbia,0.9634743279466365
Myanmar,Poland,0.9537719689267361
Malawi,Malawi,0.9823087129175803
Malawi,Malawi,0.9811299759063631
Malawi,Central African Republic,0.9773033230753072
Malawi,Central African Republic,0.977263449903933
Malawi,Malawi,0.9702717036480816
Romania,Romania,0.9931740475796718
Romania,Syria,0.9763656545619929
Romania,Sudan,0.9719377483274485
Romania,Romania,0.9713040382951619
Romania,Sudan,0.9700882334787989
Mali,Mali,0.9936648621458191
Mali,Mali,0.9903089215157851
Mali,Bahrain,0.9829818226612979
Mali,Mali,0.9752809998055806
Mali,Bahrain,0.9745824091404379
Burkina Faso,Burkina Faso,0.9692608813858072
Burkina Faso,Cameroon,0.9567707501156082
Burkina Faso,Burkina Faso,0.9554096180122523
Burkina Faso,Haiti,0.9461815316891213
Burkina Faso,Ireland,0.9460167562859176
Tanzania,Tanzania,0.9886468300036917
Tanzania,Tanzania,0.9849665200019455
Tanzania,Tanzania,0.9709988946108801
Tanzania,Angola,0.9653061518909762
Tanzania,France,0.9587878163278615
Brazil,Brazil,0.9934224231449212
Brazil,Brazil,0.9914682064525487
Brazil,Brazil,0.9859604468308358
Brazil,Brazil,0.9734192354261001
Brazil,Brazil,0.9690843642164019
Ukraine,Ukraine,0.9872738423891316
Ukraine,Costa Rica,0.9674495430814576
Ukraine,Costa Rica,0.9617531913108294
Ukraine,Costa Rica,0.951277914359167
Ukraine,DR Congo,0.9468510162246685
Albania,Singapore,0.9885957450280232
Albania,Lebanon,0.976097332953986
Albania,Singapore,0.9745864418814394
Albania,Albania,0.9657592909672236
Albania,Albania,0.9652773993163871
India,India,0.9991021669779854
India,India,0.9930346862482846
India,India,0.9867096763043101
India,India,0.9793660369509581
India,India,0.9596638756650571
North Macedonia,North Macedonia,0.9891530409333116
North Macedonia,Oman,0.9594530488479391
North Macedonia,Canada,0.9429469188175226
North Macedonia,North Macedonia,0.9414509331582659
North Macedonia,North Macedonia,0.9410698047881992
Moldova,Moldova,0.9936965396974035
Moldova,Moldova,0.9875230401025875
Moldova,Moldova,0.9814508100522199
Moldova,Moldova,0.9805352617984785
Moldova,Benin,0.9777939333400626
Gambia,Gambia,0.9995862875579317
Gambia,Gambia,0.9845039693303479
Gambia,Canada,0.9608473374096309
Gambia,Gambia,0.9589293181936136
Gambia,Sudan,0.9556905971917965
Namibia,Namibia,0.9983055082805921
Namibia,Namibia,0.9938485046960159
Namibia,Qatar,0.9938243227594947
Namibia,Namibia,0.9917668169553431
Namibia,Qatar,0.9907417688036643
Lithuania,Lithuania,0.9917070003774381
Lithuania,Mexico,0.9913911676430035
Lithuania,Lithuania,0.9900758811853164
Lithuania,Botswana,0.989492181246394
Lithuania,Mexico,0.9887593696683323
USA,USA,0.9979041422155946
USA,USA,0.9944890709589652
USA,USA,0.9935876206903831
USA,USA,0.989293500965255
USA,USA,0.9888249447387945
Georgia,Azerbaijan,0.9883114748966884
Georgia,Georgia,0.982713983536459
Georgia,Georgia,0.9812448684904372
Georgia,Guinea,0.9763478737763903
Georgia,Guinea,0.9762286516778041
Qatar,Qatar,0.9980554604966625
Qatar,Qatar,0.9961725773635487
Qatar,Qatar,0.9947901428806193
Qatar,Namibia,0.9938243227594947
Qatar,Namibia,0.9900014482763203
Croatia,Croatia,0.9958231867857525
Croatia,Croatia,0.9902588648406064
Croatia,Kazakhstan,0.965994801289748
Croatia,Kazakhstan,0.9623793311705972
Croatia,Kazakhstan,0.9508533702170165
Jamaica,Jamaica,0.996214386804735
Jamaica,Jamaica,0.9913128641733466
Jamaica,Jamaica,0.9906126053680735
Jamaica,Myanmar,0.9773207935629807
Jamaica,Senegal,0.9732876328636672
Armenia,Armenia,0.9818592354452794
